id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,mo_sold,yr_sold,sale_type,saleprice,total_baths,bsmt_finished,size_n_qual,bed_n_bath,fin_bsmt_fin_qual,bsmt_fin_n_ceiling,bsmt_finished_with_bath,bsmt_finished_with_halfbath,bsmt_size_fin_sf,overall_qual_cond
1498,20,RL,123.0,47007,2,3,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,1,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,1,1,SBrkr,3820,0,0,3820,0.0,0.0,3,1,5.0,1,3,11,8,2,2,Attchd,1959.0,1,2.0,1,3,0,372,0,0,0,Summer,2008,WD ,284700,4.0,0.0,19100,20.0,0.0,0.0,0.0,0.0,0.0,35
1164,160,FV,30.0,3180,2,4,4,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,1,0.0,1,0.0,689.0,689.0,GasA,3,1,SBrkr,703,689,0,1392,0.0,0.0,2,0,2.0,1,2,5,8,0,0,Detchd,2007.0,1,2.0,1,3,0,102,0,0,0,Spring,2008,WD ,146000,2.0,0.0,9744,4.0,0.0,0.0,0.0,0.0,0.0,35
1179,120,RL,38.0,14963,2,2,4,4,Inside,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,PConc,2,1,1,5,786.0,1,0.0,474.0,1260.0,GasA,3,1,SBrkr,1288,0,0,1288,1.0,0.0,1,1,1.0,1,3,4,8,2,2,Attchd,1996.0,3,2.0,1,3,120,30,0,0,224,Winter,2008,WD ,245500,3.0,786.0,10304,3.0,3930.0,1572.0,786.0,0.0,990360.0,40
1340,45,RM,50.0,5000,2,4,3,4,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,BrkTil,1,1,1,1,0.0,1,0.0,992.0,992.0,GasA,3,1,SBrkr,1013,0,0,1013,0.0,0.0,1,0,3.0,1,1,6,8,0,0,Detchd,1926.0,1,1.0,0,3,0,0,101,0,0,Spring,2008,WD ,113000,1.0,0.0,6078,3.0,0.0,0.0,0.0,0.0,0.0,42
436,20,RL,129.0,16870,2,3,4,4,FR3,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,2,PConc,3,1,4,5,1531.0,1,0.0,251.0,1782.0,GasA,3,1,SBrkr,1782,0,0,1782,1.0,0.0,2,0,3.0,1,2,7,8,2,2,Attchd,2004.0,3,3.0,1,3,99,82,0,0,0,Spring,2009,WD ,296000,3.0,1531.0,14256,9.0,7655.0,4593.0,1531.0,0.0,2728242.0,40
1636,20,RL,86.0,14157,2,3,2,4,Corner,3,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,2,PConc,3,1,4,5,1249.0,1,0.0,673.0,1922.0,GasA,3,1,SBrkr,1922,0,0,1922,1.0,0.0,2,0,3.0,1,2,8,8,1,2,Attchd,2005.0,3,3.0,1,3,178,51,0,0,0,Summer,2007,WD ,377426,3.0,1249.0,17298,9.0,6245.0,3747.0,1249.0,0.0,2400578.0,45
421,20,RL,96.0,12456,2,4,4,4,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,3,PConc,3,1,4,5,1172.0,1,0.0,528.0,1700.0,GasA,3,1,SBrkr,1718,0,0,1718,1.0,0.0,2,0,3.0,1,3,7,8,1,2,Attchd,2008.0,3,3.0,1,3,216,48,0,0,0,Summer,2009,WD ,337500,3.0,1172.0,17180,9.0,5860.0,3516.0,1172.0,0.0,1992400.0,50
457,20,RL,100.0,14836,2,3,2,4,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,3,PConc,3,1,4,5,2146.0,1,0.0,346.0,2492.0,GasA,3,1,SBrkr,2492,0,0,2492,1.0,0.0,2,1,2.0,1,3,8,8,1,3,Attchd,2004.0,3,3.0,1,3,226,235,0,0,0,Winter,2009,WD ,552000,4.0,2146.0,24920,8.0,10730.0,6438.0,2146.0,0.0,5347832.0,50
2834,50,RL,56.0,6956,2,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,CBlock,0,1,2,1,0.0,1,0.0,624.0,624.0,GasA,3,1,SBrkr,624,312,0,936,0.0,0.0,1,0,3.0,1,1,5,8,0,0,Attchd,1948.0,1,1.0,1,3,0,0,0,0,0,Spring,2006,WD ,97900,1.0,0.0,3744,3.0,0.0,0.0,0.0,0.0,0.0,28
517,20,FV,75.0,7862,2,3,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,27.0,1,0.0,1191.0,1218.0,GasA,3,1,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2.0,1,2,4,8,0,0,Attchd,2009.0,3,2.0,1,3,0,102,0,0,0,Summer,2009,New,208300,2.0,27.0,7308,4.0,135.0,54.0,0.0,0.0,32886.0,30
1566,60,RL,77.50488599348535,11050,2,4,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,PConc,2,1,2,1,0.0,1,0.0,910.0,910.0,GasA,3,1,SBrkr,910,910,0,1820,0.0,0.0,2,1,3.0,1,2,8,8,1,1,Attchd,1996.0,1,3.0,1,3,318,32,0,0,0,Summer,2008,WD ,213000,3.0,0.0,12740,9.0,0.0,0.0,0.0,0.0,0.0,35
1439,60,RL,57.0,8924,2,3,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,PConc,2,1,3,1,0.0,1,0.0,880.0,880.0,GasA,3,1,SBrkr,880,844,0,1724,0.0,0.0,2,1,3.0,1,2,8,8,0,0,Attchd,1998.0,3,2.0,1,3,120,155,0,0,0,Summer,2008,WD ,188000,3.0,0.0,12068,9.0,0.0,0.0,0.0,0.0,0.0,35
2577,20,RL,76.95297805642633,9610,2,3,4,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,1,CBlock,1,1,1,3,203.0,1,0.0,918.0,1121.0,GasA,3,1,FuseA,1336,0,0,1336,0.0,0.0,1,1,3.0,1,1,7,8,1,1,Attchd,1958.0,2,2.0,1,3,80,0,0,0,0,Winter,2006,WD ,162000,2.0,203.0,8016,6.0,609.0,203.0,0.0,0.0,227563.0,36
2241,50,RM,75.0,13710,2,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,CBlock,1,1,1,4,420.0,1,0.0,490.0,910.0,GasA,1,1,FuseA,910,648,0,1558,0.0,0.0,1,1,4.0,1,1,6,8,0,0,Attchd,1950.0,1,1.0,1,3,289,0,0,0,0,Summer,2007,WD ,152000,2.0,420.0,7790,8.0,1680.0,420.0,0.0,0.0,382200.0,25
71,60,FV,100.0,12552,2,4,4,4,Corner,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,222.0,1,0.0,769.0,991.0,GasA,3,1,SBrkr,991,956,0,1947,0.0,0.0,2,1,3.0,1,2,8,8,1,2,Attchd,2004.0,2,2.0,1,3,0,136,0,0,0,Spring,2010,WD ,254900,3.0,222.0,13629,9.0,1110.0,444.0,0.0,0.0,220002.0,35
1143,60,RL,43.0,14565,2,2,4,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,2,PConc,2,1,3,5,537.0,1,0.0,295.0,832.0,GasA,3,1,SBrkr,832,825,0,1657,0.0,0.0,2,1,3.0,1,2,6,8,0,0,Attchd,1994.0,2,2.0,1,3,144,74,0,0,0,Fall,2008,WD ,189000,3.0,537.0,11599,9.0,2685.0,1074.0,0.0,0.0,446784.0,35
1021,20,RL,56.0,18559,2,3,4,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,2,CBlock,2,1,1,5,1206.0,3,186.0,656.0,2048.0,GasA,1,1,SBrkr,2064,0,0,2064,1.0,0.0,2,0,3.0,1,2,7,8,2,0,Attchd,1978.0,3,2.0,1,3,200,0,0,0,0,Summer,2008,WD ,235000,3.0,1392.0,14448,9.0,6960.0,2784.0,1392.0,0.0,2850816.0,35
1416,190,RL,68.0,10880,2,4,4,4,Inside,3,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,CBlock,1,1,1,5,1040.0,1,0.0,124.0,1164.0,GasW,1,0,SBrkr,1164,0,0,1164,1.0,0.0,1,0,3.0,1,1,5,8,0,0,Detchd,1950.0,1,1.0,1,3,0,48,0,0,0,Summer,2008,ConLD,125000,2.0,1040.0,5820,6.0,5200.0,1040.0,1040.0,0.0,1210560.0,25
35,120,RL,24.0,2280,2,4,4,4,FR2,3,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,1,CBlock,2,1,1,1,0.0,1,0.0,836.0,836.0,GasA,3,1,SBrkr,836,0,0,836,0.0,0.0,1,0,2.0,1,1,4,8,0,0,Attchd,1975.0,1,1.0,1,3,0,30,0,0,0,Summer,2010,WD ,120000,1.0,0.0,5852,2.0,0.0,0.0,0.0,0.0,0.0,42
2904,20,A (agr),125.0,31250,2,4,4,4,Inside,3,Mitchel,Artery,Norm,1Fam,1Story,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0.0,1,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,1,1,FuseA,1600,0,0,1600,0.0,0.0,1,1,3.0,1,1,6,5,0,0,Attchd,1951.0,1,1.0,0,1,0,0,135,0,0,Spring,2006,WD ,81500,2.0,0.0,1600,6.0,0.0,0.0,0.0,0.0,0.0,3
2174,90,RL,81.0,11841,1,4,4,4,Inside,3,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,1,CBlock,2,1,3,5,816.0,1,0.0,0.0,816.0,GasA,1,1,SBrkr,816,0,0,816,1.0,0.0,1,0,3.0,1,1,5,8,0,0,0,0.0,0,0.0,0,3,0,32,0,0,0,Spring,2007,WD ,118500,2.0,816.0,4896,6.0,4080.0,1632.0,816.0,0.0,665856.0,30
522,20,FV,85.0,9187,2,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,3,PConc,3,1,2,5,1121.0,1,0.0,645.0,1766.0,GasA,3,1,SBrkr,1766,0,0,1766,1.0,0.0,2,1,2.0,1,3,7,8,1,2,Attchd,2009.0,3,3.0,1,3,195,130,0,0,0,Fall,2009,New,370878,4.0,1121.0,15894,8.0,5605.0,3363.0,1121.0,0.0,1979686.0,45
2211,90,RH,82.0,6270,2,4,2,4,Inside,3,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,CBlock,1,1,1,4,284.0,1,0.0,717.0,1001.0,GasA,1,0,FuseA,1001,1001,0,2002,0.0,0.0,2,0,4.0,2,1,8,8,0,0,2Types,1949.0,1,3.0,1,3,0,0,0,0,0,Summer,2007,WD ,145000,2.0,284.0,10010,8.0,1136.0,284.0,0.0,0.0,284284.0,30
1539,50,RL,63.0,15660,2,3,4,4,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,2,CBlock,1,1,1,4,341.0,1,0.0,457.0,798.0,GasA,3,1,SBrkr,1137,817,0,1954,0.0,1.0,1,1,3.0,1,2,8,8,2,1,Attchd,1939.0,1,2.0,1,3,0,119,150,0,0,Spring,2008,WD ,311500,3.0,341.0,13678,9.0,1364.0,341.0,0.0,341.0,272118.0,63
2420,120,RL,43.0,3087,2,4,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,2,PConc,2,1,3,5,453.0,1,0.0,767.0,1220.0,GasA,3,1,SBrkr,1364,0,0,1364,1.0,0.0,2,0,2.0,1,2,6,8,1,2,Attchd,2006.0,3,2.0,1,3,100,16,0,0,0,Fall,2006,New,210250,3.0,453.0,9548,6.0,2265.0,906.0,453.0,0.0,552660.0,35
2779,60,RL,95.0,13450,2,3,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,700.0,1,0.0,216.0,916.0,GasA,3,1,SBrkr,920,941,0,1861,1.0,0.0,2,1,3.0,1,2,8,8,0,0,BuiltIn,2002.0,2,2.0,1,3,146,91,0,0,0,Summer,2006,WD ,200000,4.0,700.0,13027,12.0,3500.0,1400.0,700.0,0.0,641200.0,35
953,90,RL,75.0,10125,2,4,4,4,Inside,3,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,1,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,1,1,SBrkr,1302,432,0,1734,0.0,0.0,2,0,4.0,2,2,8,8,0,0,Attchd,1977.0,1,2.0,1,3,0,0,0,0,0,Summer,2009,COD,126000,2.0,0.0,8670,8.0,0.0,0.0,0.0,0.0,0.0,25
658,70,RL,80.0,8146,2,4,4,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,BrkTil,0,1,1,1,0.0,1,0.0,405.0,405.0,GasA,2,1,SBrkr,717,322,0,1039,0.0,0.0,1,0,2.0,1,1,6,8,0,0,Detchd,1940.0,1,1.0,1,1,0,0,168,0,111,Spring,2009,WD ,114000,1.0,0.0,4156,2.0,0.0,0.0,0.0,0.0,0.0,32
714,70,RM,60.0,9600,2,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,BrkTil,0,1,1,1,0.0,1,0.0,677.0,677.0,GasA,1,1,SBrkr,833,677,0,1510,0.0,0.0,2,0,3.0,1,2,7,8,0,0,Detchd,1974.0,1,2.0,1,1,0,0,160,0,0,Summer,2009,WD ,87500,2.0,0.0,6040,6.0,0.0,0.0,0.0,0.0,0.0,16
1637,60,RL,98.0,12328,2,3,4,4,Inside,3,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,2,PConc,3,1,2,5,986.0,1,0.0,163.0,1149.0,GasA,3,1,SBrkr,1164,1377,0,2541,1.0,0.0,3,1,4.0,1,3,10,8,1,2,BuiltIn,2005.0,3,3.0,1,3,120,32,0,0,0,Summer,2007,WD ,349265,5.0,986.0,20328,20.0,4930.0,2958.0,986.0,0.0,1132914.0,40
538,20,RL,76.0,10141,2,3,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,2,PConc,2,1,4,4,516.0,3,774.0,222.0,1512.0,GasA,3,1,SBrkr,1512,0,0,1512,0.0,0.0,2,0,3.0,1,2,6,8,0,0,Attchd,2004.0,2,3.0,1,3,210,36,0,0,0,Winter,2009,WD ,203000,2.0,1290.0,12096,6.0,5160.0,2580.0,0.0,0.0,1950480.0,40
546,20,RL,65.0,8529,2,3,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,20.0,1,0.0,1434.0,1454.0,GasA,3,1,SBrkr,1434,0,0,1434,0.0,0.0,2,0,3.0,1,2,6,8,1,1,Attchd,2001.0,2,2.0,1,3,290,39,0,0,0,Spring,2009,WD ,189000,2.0,20.0,10038,6.0,100.0,40.0,0.0,0.0,29080.0,35
533,60,FV,65.0,8127,2,3,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,2,1,1,5,410.0,1,0.0,402.0,812.0,GasA,3,1,SBrkr,812,841,0,1653,1.0,0.0,2,1,3.0,1,2,6,8,0,0,Attchd,2003.0,2,2.0,1,3,0,45,0,0,0,Spring,2009,WD ,209000,4.0,410.0,11571,12.0,2050.0,820.0,410.0,0.0,332920.0,35
718,70,RM,70.0,8400,2,4,4,4,Corner,3,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,1,BrkTil,0,2,2,1,0.0,1,0.0,917.0,917.0,GasA,2,1,FuseA,1090,917,0,2007,0.0,0.0,2,0,3.0,1,3,8,8,0,0,Detchd,1930.0,1,1.0,1,3,0,235,0,0,0,Summer,2009,WD ,160000,2.0,0.0,12042,6.0,0.0,0.0,0.0,0.0,0.0,42
1830,20,RL,44.0,10751,2,3,4,4,CulDSac,3,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,1,CBlock,0,1,4,5,787.0,1,0.0,250.0,1037.0,GasA,1,1,SBrkr,1037,0,0,1037,1.0,0.0,1,0,2.0,1,1,5,8,0,0,Attchd,1974.0,2,2.0,1,3,136,47,0,0,0,Summer,2007,WD ,129000,2.0,787.0,5185,4.0,3935.0,0.0,787.0,0.0,816119.0,25
2929,20,RL,77.0,10010,2,4,4,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,CBlock,2,1,3,5,1071.0,2,123.0,195.0,1389.0,GasA,2,1,SBrkr,1389,0,0,1389,1.0,0.0,1,0,2.0,1,1,6,8,1,1,Attchd,1975.0,2,2.0,1,3,240,38,0,0,0,Spring,2006,WD ,170000,2.0,1194.0,6945,4.0,5970.0,2388.0,1194.0,0.0,1658466.0,25
2207,30,RL,40.0,4280,2,4,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,1,PConc,1,1,1,2,365.0,1,0.0,75.0,440.0,GasA,1,0,SBrkr,694,0,0,694,0.0,0.0,1,0,2.0,1,2,4,8,1,2,Detchd,1990.0,1,1.0,2,2,0,0,34,0,0,Spring,2007,WD ,90350,1.0,365.0,3470,2.0,730.0,365.0,0.0,0.0,160600.0,30
1417,50,RL,60.0,9600,2,4,4,4,Corner,3,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,BrkTil,1,1,1,1,0.0,1,0.0,572.0,572.0,Grav,0,0,FuseF,572,524,0,1096,0.0,0.0,1,0,2.0,1,1,5,8,0,0,0,0.0,0,0.0,0,1,0,8,128,0,0,Spring,2008,WD ,79000,1.0,0.0,6576,2.0,0.0,0.0,0.0,0.0,0.0,30
2787,20,RL,70.0,9800,2,4,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,PConc,1,1,1,5,894.0,1,0.0,0.0,894.0,GasA,1,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3.0,1,1,5,8,0,0,Attchd,1975.0,1,2.0,1,3,256,0,0,0,0,Summer,2006,WD ,149900,2.0,894.0,4470,6.0,4470.0,894.0,894.0,0.0,799236.0,35
1037,20,RL,63.0,7560,2,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,0.0,1,CBlock,2,1,1,3,119.0,5,613.0,132.0,864.0,GasA,1,1,SBrkr,864,0,0,864,1.0,0.0,1,0,3.0,1,1,5,8,0,0,Detchd,1977.0,1,2.0,1,3,0,0,0,0,0,Spring,2008,WD ,123000,2.0,732.0,4320,6.0,2196.0,1464.0,732.0,0.0,632448.0,25
2659,70,RM,60.0,9600,2,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,1,BrkTil,1,0,1,1,0.0,1,0.0,1095.0,1095.0,GasW,0,0,SBrkr,1095,679,0,1774,1.0,0.0,2,0,4.0,2,1,8,6,0,0,2Types,1920.0,1,3.0,0,1,0,0,90,0,0,Spring,2006,WD ,87000,3.0,0.0,7096,12.0,0.0,0.0,0.0,0.0,0.0,8
1567,80,RL,76.0,9880,2,4,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,1,CBlock,1,1,3,5,522.0,1,0.0,574.0,1096.0,GasA,1,1,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3.0,1,1,6,8,1,-1,Attchd,1977.0,3,1.0,1,3,203,0,0,0,0,Summer,2008,WD ,171000,2.0,522.0,6708,6.0,2610.0,522.0,522.0,0.0,572112.0,36
1225,50,RL,80.0,9600,2,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,CBlock,1,1,1,4,280.0,1,0.0,752.0,1032.0,GasA,1,1,FuseA,1032,220,0,1252,0.0,0.0,1,0,3.0,1,1,6,8,0,0,Attchd,1950.0,1,1.0,1,3,0,0,96,0,0,Spring,2008,WD ,119000,1.0,280.0,7512,3.0,1120.0,280.0,0.0,0.0,288960.0,30
685,20,RL,70.0,7931,2,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,1,CBlock,1,1,1,4,1148.0,1,0.0,0.0,1148.0,GasA,1,1,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3.0,1,1,6,8,0,0,Attchd,1959.0,1,1.0,1,3,0,0,0,0,0,Summer,2009,WD ,132500,2.0,1148.0,5740,6.0,4592.0,1148.0,1148.0,0.0,1317904.0,25
1358,70,RM,64.32142857142857,5100,2,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,1,PConc,1,1,1,1,0.0,1,0.0,588.0,588.0,GasA,0,1,SBrkr,833,833,0,1666,0.0,0.0,1,0,3.0,1,2,7,8,1,2,Detchd,1925.0,1,1.0,1,3,192,63,0,0,0,Summer,2008,WD ,161000,1.0,0.0,13328,3.0,0.0,0.0,0.0,0.0,0.0,56
1461,60,RL,77.50488599348535,9720,2,3,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,2,PConc,2,1,2,5,1194.0,1,0.0,163.0,1357.0,GasA,3,1,SBrkr,1366,581,0,1947,1.0,0.0,2,1,3.0,1,2,7,8,1,1,BuiltIn,2001.0,3,3.0,1,3,168,116,0,0,0,Winter,2008,WD ,274000,4.0,1194.0,17523,12.0,5970.0,2388.0,1194.0,0.0,1620258.0,45
221,20,RL,70.0,8521,2,4,4,4,FR2,3,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,CBlock,1,1,1,5,842.0,1,0.0,70.0,912.0,GasA,1,1,SBrkr,912,0,0,912,0.0,0.0,1,0,3.0,1,1,5,8,1,0,Detchd,1974.0,1,1.0,1,3,0,0,0,0,0,Spring,2010,WD ,125000,1.0,842.0,4560,3.0,4210.0,842.0,0.0,0.0,767904.0,25
2187,90,RL,52.0,8741,2,4,4,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,None,0.0,1,CBlock,1,1,1,1,0.0,1,0.0,1195.0,1195.0,GasA,1,0,SBrkr,1195,0,0,1195,0.0,0.0,2,0,4.0,2,1,8,8,0,0,0,0.0,0,0.0,0,1,118,0,0,0,0,Summer,2007,WD ,98500,2.0,0.0,5975,8.0,0.0,0.0,0.0,0.0,0.0,30
2504,20,RL,89.0,12461,2,4,4,4,Corner,3,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,2,PConc,2,1,1,5,1456.0,1,0.0,168.0,1624.0,GasA,3,1,SBrkr,1624,0,0,1624,1.0,0.0,2,0,2.0,1,2,5,8,1,0,Attchd,1994.0,2,3.0,1,3,0,114,192,0,0,Summer,2006,WD ,262000,3.0,1456.0,12992,6.0,7280.0,2912.0,1456.0,0.0,2364544.0,40
855,20,RL,76.0,6950,2,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,1,CBlock,1,1,1,5,710.0,4,72.0,132.0,914.0,GasA,1,1,SBrkr,914,0,0,914,1.0,0.0,1,0,2.0,1,1,5,8,0,0,Attchd,1979.0,1,2.0,1,3,0,0,0,0,0,Fall,2009,WD ,134900,2.0,782.0,4570,4.0,3910.0,782.0,782.0,0.0,714748.0,35
2258,20,RL,115.0,16905,2,4,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,CBlock,1,1,4,4,967.0,1,0.0,383.0,1350.0,GasA,2,1,SBrkr,1328,0,0,1328,0.0,1.0,1,1,2.0,1,1,5,8,2,2,Attchd,1959.0,2,1.0,1,2,0,104,0,0,0,Summer,2007,WD ,170000,3.0,967.0,6640,6.0,3868.0,967.0,0.0,967.0,1305450.0,30
